district,sector,trade,supply_count,demand_count,supply_score,current_demand_score,future_demand_score,current_gap,future_gap,priority_score,gap_category,confidence_score,data_availability
dharashiv,,desktop publishing operator,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,dress making,120.0,,4.44,50.0,,45.56,,47.46,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,electrician,320.0,,12.97,50.0,,37.03,,42.59,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,electronics mechanic,96.0,,3.41,50.0,,46.59,,48.05,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,fashion design and technology,20.0,,0.17,50.0,,49.83,,49.9,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,fitter,140.0,,5.29,50.0,,44.71,,46.98,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,fruit and vegetable processing,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,machinist,20.0,,0.17,50.0,,49.83,,49.9,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,mason (building constructor),24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,mechanic diesel,48.0,,1.37,50.0,,48.63,,49.22,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,mechanic electric vehicle,48.0,,1.37,50.0,,48.63,,49.22,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,mechanic motor vehicle,72.0,,2.39,50.0,,47.61,,48.63,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,mechanic motor vehicle under dual system training,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,mechanic tractor,40.0,,1.02,50.0,,48.98,,49.42,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,painter general,40.0,,1.02,50.0,,48.98,,49.42,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,plumber,48.0,,1.37,50.0,,48.63,,49.22,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,pump operator cum mechanic,20.0,,0.17,50.0,,49.83,,49.9,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,refrigeration and air conditioner technician,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,secretarial practice (english),24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,sheet metal worker,60.0,,1.88,50.0,,48.12,,48.93,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,sheet metal worker under dual system training,20.0,,0.17,50.0,,49.83,,49.9,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,solar technician (electrical),140.0,,5.29,50.0,,44.71,,46.98,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,surveyor,48.0,,1.37,50.0,,48.63,,49.22,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,"tool and die maker (press tools, jigs and fixtures)",24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,turner,20.0,,0.17,50.0,,49.83,,49.9,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,welder,340.0,,13.82,50.0,,36.18,,42.1,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,welder under dual system training,20.0,,0.17,50.0,,49.83,,49.9,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,wireman,240.0,,9.56,50.0,,40.44,,44.54,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,wireman under dual training system,20.0,,0.17,50.0,,49.83,,49.9,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,wood work technician,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,computer operator and programming assistant,168.0,,6.48,50.0,,43.52,,46.3,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,draughtsman civil,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,draughtsman mechanical,20.0,,0.17,50.0,,49.83,,49.9,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,dress making,60.0,,1.88,50.0,,48.12,,48.93,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,electrician,520.0,,21.5,50.0,,28.5,,37.71,Moderate Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,electronics mechanic,72.0,,2.39,50.0,,47.61,,48.63,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,electronics mechanic under dual training system,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,fitter,540.0,,22.35,50.0,,27.65,,37.23,Moderate Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,foundryman,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,health sanitary inspector,72.0,,2.39,50.0,,47.61,,48.63,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,information and communication technology system maintenance,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,machinist,80.0,,2.73,50.0,,47.27,,48.44,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,machinist grinder,60.0,,1.88,50.0,,48.12,,48.93,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,mechanic diesel,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,mechanic diesel under dual system training,48.0,,1.37,50.0,,48.63,,49.22,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,mechanic machine tool maintenance,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,mechanic motor vehicle,48.0,,1.37,50.0,,48.63,,49.22,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,operator advance machine tool,16.0,,0.0,50.0,,50.0,,50.0,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,pump operator cum mechanic,40.0,,1.02,50.0,,48.98,,49.42,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,refrigeration and air conditioner technician,120.0,,4.44,50.0,,45.56,,47.46,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,sewing technology,60.0,,1.88,50.0,,48.12,,48.93,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,solar technician (electrical),80.0,,2.73,50.0,,47.27,,48.44,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,surface ornamentation techniques (embroidery),40.0,,1.02,50.0,,48.98,,49.42,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,surveyor,48.0,,1.37,50.0,,48.63,,49.22,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,turner,140.0,,5.29,50.0,,44.71,,46.98,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,welder,280.0,,11.26,50.0,,38.74,,43.57,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,wireman,140.0,,5.29,50.0,,44.71,,46.98,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,wood work technician,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,computer operator and programming assistant,144.0,,5.46,50.0,,44.54,,46.88,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,cosmetology,48.0,,1.37,50.0,,48.63,,49.22,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,draughtsman civil,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,dress making,220.0,,8.7,50.0,,41.3,,45.03,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,electrician,180.0,,7.0,50.0,,43.0,,46.0,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,electronics mechanic,120.0,,4.44,50.0,,45.56,,47.46,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,fashion design and technology,40.0,,1.02,50.0,,48.98,,49.42,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,fitter,220.0,,8.7,50.0,,41.3,,45.03,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,information and communication technology system maintenance,72.0,,2.39,50.0,,47.61,,48.63,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,interior design and decoration,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,machinist,20.0,,0.17,50.0,,49.83,,49.9,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,machinist grinder,20.0,,0.17,50.0,,49.83,,49.9,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,mechanic auto electrical and electronics,20.0,,0.17,50.0,,49.83,,49.9,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,mechanic diesel,216.0,,8.53,50.0,,41.47,,45.13,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,mechanic motor vehicle,96.0,,3.41,50.0,,46.59,,48.05,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,mechanic tractor,100.0,,3.58,50.0,,46.42,,47.95,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,painter general,20.0,,0.17,50.0,,49.83,,49.9,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,plumber,72.0,,2.39,50.0,,47.61,,48.63,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,pump operator cum mechanic,40.0,,1.02,50.0,,48.98,,49.42,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,refrigeration and air conditioner technician,96.0,,3.41,50.0,,46.59,,48.05,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,sewing technology,260.0,,10.41,50.0,,39.59,,44.05,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,sheet metal worker,20.0,,0.17,50.0,,49.83,,49.9,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,solar technician (electrical),60.0,,1.88,50.0,,48.12,,48.93,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,turner,20.0,,0.17,50.0,,49.83,,49.9,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,welder,300.0,,12.12,50.0,,37.88,,43.07,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,wireman,160.0,,6.14,50.0,,43.86,,46.49,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,wood work technician,72.0,,2.39,50.0,,47.61,,48.63,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,computer operator and programming assistant,96.0,,3.41,50.0,,46.59,,48.05,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,cosmetology,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,draughtsman civil,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,draughtsman mechanical,20.0,,0.17,50.0,,49.83,,49.9,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,dress making,100.0,,3.58,50.0,,46.42,,47.95,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,electrician,460.0,,18.94,50.0,,31.06,,39.18,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,electronics mechanic,48.0,,1.37,50.0,,48.63,,49.22,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,fashion design and technology,20.0,,0.17,50.0,,49.83,,49.9,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,fitter,420.0,,17.24,50.0,,32.76,,40.15,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,information and communication technology system maintenance,48.0,,1.37,50.0,,48.63,,49.22,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,machinist,40.0,,1.02,50.0,,48.98,,49.42,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,mechanic diesel,96.0,,3.41,50.0,,46.59,,48.05,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,mechanic electric vehicle,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,mechanic motor vehicle,96.0,,3.41,50.0,,46.59,,48.05,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,painter general,20.0,,0.17,50.0,,49.83,,49.9,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,plumber,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,pump operator cum mechanic,40.0,,1.02,50.0,,48.98,,49.42,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,refrigeration and air conditioner technician,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,sewing technology,80.0,,2.73,50.0,,47.27,,48.44,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,solar technician (electrical),40.0,,1.02,50.0,,48.98,,49.42,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,stenographer secretarial assistant (english),24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,turner,60.0,,1.88,50.0,,48.12,,48.93,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,welder,200.0,,7.85,50.0,,42.15,,45.51,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,wireman,80.0,,2.73,50.0,,47.27,,48.44,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,wood work technician,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
hingoli,,architectural draughtsman,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
hingoli,,computer operator and programming assistant,144.0,,5.46,50.0,,44.54,,46.88,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
hingoli,,cosmetology,72.0,,2.39,50.0,,47.61,,48.63,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
hingoli,,dress making,40.0,,1.02,50.0,,48.98,,49.42,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
hingoli,,electrician,160.0,,6.14,50.0,,43.86,,46.49,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
hingoli,,electronics mechanic,48.0,,1.37,50.0,,48.63,,49.22,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
hingoli,,fashion design and technology,20.0,,0.17,50.0,,49.83,,49.9,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
hingoli,,fitter,120.0,,4.44,50.0,,45.56,,47.46,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
hingoli,,mason (building constructor),24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
hingoli,,mechanic diesel,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
hingoli,,mechanic motor vehicle,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
hingoli,,solar technician (electrical),80.0,,2.73,50.0,,47.27,,48.44,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
hingoli,,welder,160.0,,6.14,50.0,,43.86,,46.49,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
hingoli,,wireman,140.0,,5.29,50.0,,44.71,,46.98,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
hingoli,,wood work technician,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,baker and confectioner,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,computer operator and programming assistant,384.0,,15.7,50.0,,34.3,,41.03,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,cosmetology,168.0,,6.48,50.0,,43.52,,46.3,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,draughtsman civil,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,draughtsman mechanical,80.0,,2.73,50.0,,47.27,,48.44,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,dress making,260.0,,10.41,50.0,,39.59,,44.05,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,electrician,2360.0,,100.0,50.0,,-50.0,,21.43,Oversupply,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,electrician under dual system training,40.0,,1.02,50.0,,48.98,,49.42,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,electronics mechanic,96.0,,3.41,50.0,,46.59,,48.05,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,fashion design and technology,20.0,,0.17,50.0,,49.83,,49.9,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,fitter,1940.0,,82.08,50.0,,-32.08,,21.43,Oversupply,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,fitter under dual training system,100.0,,3.58,50.0,,46.42,,47.95,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,foundryman under dual training system,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,health sanitary inspector,96.0,,3.41,50.0,,46.59,,48.05,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,machinist,100.0,,3.58,50.0,,46.42,,47.95,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,machinist grinder,60.0,,1.88,50.0,,48.12,,48.93,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,machinist under dual training system,40.0,,1.02,50.0,,48.98,,49.42,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,mechanic auto electrical and electronics,40.0,,1.02,50.0,,48.98,,49.42,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,mechanic diesel,240.0,,9.56,50.0,,40.44,,44.54,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,mechanic machine tool maintenance,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,mechanic motor vehicle,192.0,,7.51,50.0,,42.49,,45.71,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,mechanic tractor,40.0,,1.02,50.0,,48.98,,49.42,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,operator advance machine tool,16.0,,0.0,50.0,,50.0,,50.0,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,plastic processing operator under dual training system,40.0,,1.02,50.0,,48.98,,49.42,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,plumber,48.0,,1.37,50.0,,48.63,,49.22,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,pump operator cum mechanic,80.0,,2.73,50.0,,47.27,,48.44,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,refrigeration and air conditioner technician,144.0,,5.46,50.0,,44.54,,46.88,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,sewing technology,80.0,,2.73,50.0,,47.27,,48.44,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,sheet metal worker,80.0,,2.73,50.0,,47.27,,48.44,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,solar technician (electrical),120.0,,4.44,50.0,,45.56,,47.46,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,surveyor,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,tool and die maker (dies and moulds),24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,"tool and die maker (press tools, jigs and fixtures)",48.0,,1.37,50.0,,48.63,,49.22,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,turner,80.0,,2.73,50.0,,47.27,,48.44,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,turner under dual training system,40.0,,1.02,50.0,,48.98,,49.42,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,welder,1320.0,,55.63,50.0,,-5.63,,21.43,Balanced,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,welder under dual system training,40.0,,1.02,50.0,,48.98,,49.42,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,wireman,160.0,,6.14,50.0,,43.86,,46.49,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,wood work technician,72.0,,2.39,50.0,,47.61,,48.63,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,baker and confectioner,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,computer hardware and network maintenance,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,computer operator and programming assistant,96.0,,3.41,50.0,,46.59,,48.05,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,cosmetology,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,draughtsman civil,72.0,,2.39,50.0,,47.61,,48.63,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,dress making,100.0,,3.58,50.0,,46.42,,47.95,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,electrician,220.0,,8.7,50.0,,41.3,,45.03,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,electrician under dual system training,20.0,,0.17,50.0,,49.83,,49.9,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,electronics mechanic,24.0,,0.34,50.0,,49.66,,49.81,High Gap,0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
