academic_year_or_version,program,branch,year,semester,course_code,course_title,unit_or_module,topic,source_page,source_section
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-N,Generative Artificial Intelligence,Self-study,LlamaIndex,40,Syllabus: Generative Artificial Intelligence (Page 40)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-N,Generative Artificial Intelligence,Self-study,practical environment setup,40,Syllabus: Generative Artificial Intelligence (Page 40)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-N,Generative Artificial Intelligence,Self-study,Agentic AI systems,40,Syllabus: Generative Artificial Intelligence (Page 40)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Introduction,What is a design Pattern? Design patterns in smalltalk MVC,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Introduction,Describing Design patterns,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Introduction,the catalog of design,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Introduction,patterns,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Introduction,organizing the catalog,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Introduction,How design patterns solve design problems,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Introduction,how to select a design pattern,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Introduction,how,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Introduction,to use a design pattern.,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Designing a document editor,Case Study on Design Problems,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Designing a document editor,Document Structure,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Designing a document editor,formatting,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Designing a document editor,Embellishing the User Interface,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Designing a document editor,Supporting,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Designing a document editor,Multiple Look-and-Feel Standards,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Designing a document editor,supporting multiple window system,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Designing a document editor,user operations,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Designing a document editor,spelling checking and,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Designing a document editor,hyphenation.,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Creational Patterns,Abstract Factory - Creates families of related objects without specifying concrete classes,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Creational Patterns,Builder - Constructs,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Creational Patterns,complex objects step by step,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Creational Patterns,Factory Method - Creates objects through subclasses instead of direct,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Creational Patterns,instantiation,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Creational Patterns,Prototype - Creates new objects by cloning existing objects,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Creational Patterns,Singleton - Ensures only one instance of a,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Creational Patterns,class exists.,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Creational Patterns,Structural Patterns: [6 Hrs],41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Creational Patterns,Adapter -Converts one interface into another compatible interface,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Creational Patterns,Bridge- Separates abstraction from,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Creational Patterns,implementation for flexibility,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Creational Patterns,Composite - Treats individual objects and groups uniformly,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Creational Patterns,Decorator - Adds new,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Creational Patterns,functionality to objects dynamically,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Creational Patterns,Façade - Provides a simplified interface to a complex system,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Creational Patterns,Flyweight -,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Creational Patterns,Reduces memory usage by sharing common objects,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Creational Patterns,Proxy - Controls access to another object through a substitute.,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Behavioral Patterns,Chain of Responsibility - Passes requests through multiple handlers,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Behavioral Patterns,Command - Encapsulates requests as,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Behavioral Patterns,sequentially,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Behavioral Patterns,Mediator - Controls communication between objects,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Behavioral Patterns,Memento - Stores and restores object,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Behavioral Patterns,state,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Behavioral Patterns,Observer - Notifies objects about state changes,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Behavioral Patterns,State - Changes behavior based on state,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Behavioral Patterns,Strategy - Uses,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Behavioral Patterns,interchangeable algorithms dynamically,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Behavioral Patterns,Template Method - Defines algorithm structure with customizable,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Behavioral Patterns,steps,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Behavioral Patterns,Visitor - Adds operations without modifying object structure.,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Patterns and Software Architecture,Architectural pattern,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Patterns and Software Architecture,Difference between design patterns and architectural patterns,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Patterns and Software Architecture,different architectural,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Patterns and Software Architecture,patterns,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Patterns and Software Architecture,relation between software architecture and patterns.,41,Syllabus: Software Design Patterns (Page 41)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Self-Study,Real-world applications using design patterns diagrams for selected patterns,42,Syllabus: Software Design Patterns (Page 42)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Self-Study,creational,42,Syllabus: Software Design Patterns (Page 42)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Self-Study,structural,42,Syllabus: Software Design Patterns (Page 42)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Self-Study,and behavioral,42,Syllabus: Software Design Patterns (Page 42)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Self-Study,patterns.case studies on MVC and layered architecture,42,Syllabus: Software Design Patterns (Page 42)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-O,Software Design Patterns,Self-Study,examples of Singleton and Observer patterns.,42,Syllabus: Software Design Patterns (Page 42)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,MDM-04,Large Language Models Theory and Deployment,Build your own GPT from Scratch,Introduction to LLMs: Understanding Transformer Architecture Pre-training Techniques for LLMs: Masked Language Modeling,43,Syllabus: Large Language Models Theory and Deployment (Page 43)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,MDM-04,Large Language Models Theory and Deployment,Build your own GPT from Scratch,Causal Language Modeling,43,Syllabus: Large Language Models Theory and Deployment (Page 43)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,MDM-04,Large Language Models Theory and Deployment,Fine-tuning LLMs,Adapting Pre-trained Models to Specific Tasks,43,Syllabus: Large Language Models Theory and Deployment (Page 43)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,MDM-04,Large Language Models Theory and Deployment,LLM Deployment,Model Deployment Basics: Infrastructure,43,Syllabus: Large Language Models Theory and Deployment (Page 43)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,MDM-04,Large Language Models Theory and Deployment,LLM Deployment,Scalability,43,Syllabus: Large Language Models Theory and Deployment (Page 43)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,MDM-04,Large Language Models Theory and Deployment,LLM Deployment,and Latency Reduction Deploying LLMs on Cloud: AWS,43,Syllabus: Large Language Models Theory and Deployment (Page 43)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,MDM-04,Large Language Models Theory and Deployment,LLM Deployment,Google Cloud,43,Syllabus: Large Language Models Theory and Deployment (Page 43)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,MDM-04,Large Language Models Theory and Deployment,LLM Deployment,and Azure,43,Syllabus: Large Language Models Theory and Deployment (Page 43)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,MDM-04,Large Language Models Theory and Deployment,LLM Practical Deployment Lab,Hands-on Lab: Deploying an LLM for Real-time Applications,43,Syllabus: Large Language Models Theory and Deployment (Page 43)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,MDM-04,Large Language Models Theory and Deployment,LLM Practical Deployment Lab,Understanding RAG for supplementing LLM with additional,43,Syllabus: Large Language Models Theory and Deployment (Page 43)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,MDM-04,Large Language Models Theory and Deployment,LLM Practical Deployment Lab,information,43,Syllabus: Large Language Models Theory and Deployment (Page 43)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,MDM-04,Large Language Models Theory and Deployment,Capstone Project,Industrial Capstone Project: Deploying an LLM in a Real-world Application,43,Syllabus: Large Language Models Theory and Deployment (Page 43)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,MDM-04,Large Language Models Theory and Deployment,Self-Study,Transformers,43,Syllabus: Large Language Models Theory and Deployment (Page 43)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,MDM-04,Large Language Models Theory and Deployment,Self-Study,GPT & BERT,43,Syllabus: Large Language Models Theory and Deployment (Page 43)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,MDM-04,Large Language Models Theory and Deployment,Self-Study,Fine-tuning,43,Syllabus: Large Language Models Theory and Deployment (Page 43)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,MDM-04,Large Language Models Theory and Deployment,Self-Study,Prompt Engineering,43,Syllabus: Large Language Models Theory and Deployment (Page 43)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,MDM-04,Large Language Models Theory and Deployment,Self-Study,Cloud Deployment,43,Syllabus: Large Language Models Theory and Deployment (Page 43)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Mathematical Foundations of Quantum Mechanics,Quantum Computing Concepts,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Mathematical Foundations of Quantum Mechanics,Limitations of classical physics,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Mathematical Foundations of Quantum Mechanics,Origin of quantum mechanics,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Mathematical Foundations of Quantum Mechanics,Wave-particle,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Mathematical Foundations of Quantum Mechanics,duality,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Mathematical Foundations of Quantum Mechanics,Black body radiation,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Mathematical Foundations of Quantum Mechanics,Photoelectric effect,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Mathematical Foundations of Quantum Mechanics,De Broglie wavelength,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Mathematical Foundations of Quantum Mechanics,Heisenberg uncertainty principle,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Mathematical Foundations of Quantum Mechanics,Complex numbers,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Mathematical Foundations of Quantum Mechanics,Linear algebra,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Mathematical Foundations of Quantum Mechanics,Vector spaces,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Mathematical Foundations of Quantum Mechanics,Hilbert spaces,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Mathematical Foundations of Quantum Mechanics,Inner and outer products,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Mathematical Foundations of Quantum Mechanics,Eigenvalues and,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Mathematical Foundations of Quantum Mechanics,eigenvectors,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Mathematical Foundations of Quantum Mechanics,Unitary matrices,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Mathematical Foundations of Quantum Mechanics,Hermitian operators,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Mathematical Foundations of Quantum Mechanics,Tensor products,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Programming Frameworks,Quantum programming paradigms,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Programming Frameworks,Quantum assembly language,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Programming Frameworks,OpenQASM,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Programming Frameworks,Quantum SDKs,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Programming Frameworks,Hybrid,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Programming Frameworks,quantum-classical computing,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Programming Frameworks,Variational quantum circuits,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Programming Frameworks,Parameterized quantum circuits,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Programming Frameworks,Quantum workflow,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Programming Frameworks,automation Applications to number theory problems,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Programming Frameworks,Cross-platform implementation,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Programming Frameworks,Cloud quantum execution,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Machine Learning and Generative AI,Quantum neural networks,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Machine Learning and Generative AI,Quantum perceptrons,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Machine Learning and Generative AI,Variational Quantum Eigensolver (VQE),45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Machine Learning and Generative AI,Quantum Approximate,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Machine Learning and Generative AI,Optimization Algorithm (QAOA),45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Machine Learning and Generative AI,Quantum GANs,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Machine Learning and Generative AI,Quantum Support Vector Machines,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Machine Learning and Generative AI,Quantum reinforcement,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Machine Learning and Generative AI,learning,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Machine Learning and Generative AI,Quantum kernels,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Machine Learning and Generative AI,Quantum generative AI,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Machine Learning and Generative AI,Hybrid AI architectures,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Machine Learning and Generative AI,QML model development,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Machine Learning and Generative AI,Hybrid,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Machine Learning and Generative AI,classical-quantum AI implementation,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Error Correction and Noise,Quantum decoherence,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Error Correction and Noise,Quantum noise channels,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Error Correction and Noise,Shor Code,45,Syllabus: Quantum Programming and Project (Page 45)
