jobId,skill,skill_normalized,extraction_method
250925501561,JIRA,JIRA,tagsAndSkills
250925501561,Release management,Release management,tagsAndSkills
250925501561,Testing,Testing,tagsAndSkills
250925501546,Computer science,Computer science,tagsAndSkills
250925501546,Performance tuning,Performance tuning,tagsAndSkills
250925501546,Data analysis,Data analysis,tagsAndSkills
250925501546,Data modeling,Data modeling,tagsAndSkills
250925501546,SSRS,SSRS,tagsAndSkills
250925501546,Schema,Schema,tagsAndSkills
250925501546,Stored procedures,Stored procedures,tagsAndSkills
250925501546,SSIS,SSIS,tagsAndSkills
250925501546,SQL,SQL,text_enrichment
250925501545,Business process,Business process,tagsAndSkills
250925501545,SAP,SAP,tagsAndSkills
250925501545,XML,XML,tagsAndSkills
250925501545,Cloud,Cloud,tagsAndSkills
250925501545,JSON,JSON,tagsAndSkills
250925501545,XSLT,XSLT,tagsAndSkills
250925501545,SAP PI,SAP PI,tagsAndSkills
250925501545,Information technology,Information technology,tagsAndSkills
250925501506,Graphics,Graphics,tagsAndSkills
250925501506,Fire alarm system,Fire alarm system,tagsAndSkills
250925501506,Front end,Front end,tagsAndSkills
250925501506,Networking,Networking,tagsAndSkills
250925501506,AutoCAD,AutoCAD,tagsAndSkills
250925501506,Customer satisfaction,Customer satisfaction,tagsAndSkills
250925501506,Control system,Control system,tagsAndSkills
250925501506,ICT,ICT,tagsAndSkills
250925501471,Computer science,Computer science,tagsAndSkills
250925501471,Coding,Coding,tagsAndSkills
250925501471,Debugging,Debugging,tagsAndSkills
250925501471,CAD,CAD,tagsAndSkills
250925501471,Javascript,Javascript,tagsAndSkills
250925501471,business rules,Business Rules,tagsAndSkills
250925501471,HTML,HTML,tagsAndSkills
250925501471,Unit testing,Unit testing,tagsAndSkills
250925501442,Procurement,Procurement,tagsAndSkills
250925501442,Compliance,Compliance,tagsAndSkills
250925501442,AutoCAD,AutoCAD,tagsAndSkills
250925501442,Risk assessment,Risk assessment,tagsAndSkills
250925501442,Solar energy,Solar energy,tagsAndSkills
250925501442,Conceptualization,Conceptualization,tagsAndSkills
250925501442,Instrumentation,Instrumentation,tagsAndSkills
250925501442,Performance analysis,Performance analysis,tagsAndSkills
250925501441,Service delivery,Service delivery,tagsAndSkills
250925501441,Health insurance,Health insurance,tagsAndSkills
250925501441,Client relationship management,Client relationship management,tagsAndSkills
250925501441,Customer satisfaction,Customer satisfaction,tagsAndSkills
250925501441,Account management,Account management,tagsAndSkills
250925501441,Customer support,Customer support,tagsAndSkills
250925501441,CRM management,CRM management,tagsAndSkills
250925501441,Management reporting,Management reporting,tagsAndSkills
250925501429,Process design,Process design,tagsAndSkills
250925501429,Costing,Costing,tagsAndSkills
250925501429,Simulation,Simulation,tagsAndSkills
250925501429,Analytical,Analytical,tagsAndSkills
250925501429,HAZOP,HAZOP,tagsAndSkills
250925501429,Instrumentation,Instrumentation,tagsAndSkills
250925501429,Scheduling,Scheduling,tagsAndSkills
250925501429,Refinery,Refinery,tagsAndSkills
250925501400,Monitoring tools,Monitoring tools,tagsAndSkills
250925501400,ECS,ECS,tagsAndSkills
250925501400,Architecture,Architecture,tagsAndSkills
250925501400,devops,Devops,tagsAndSkills
250925501400,Infrastructure,Infrastructure,tagsAndSkills
250925501400,Deployment,Deployment,tagsAndSkills
250925501400,Continuous improvement,Continuous improvement,tagsAndSkills
250925501400,AWS,AWS,tagsAndSkills
250925501349,Computer science,Computer science,tagsAndSkills
250925501349,Performance tuning,Performance tuning,tagsAndSkills
250925501349,SAP,SAP,tagsAndSkills
250925501349,SAP Basis administration,SAP Basis administration,tagsAndSkills
250925501349,SAP Basis,SAP Basis,tagsAndSkills
250925501349,Issue resolution,Issue resolution,tagsAndSkills
250925501349,Archiving,Archiving,tagsAndSkills
250925501349,Troubleshooting,Troubleshooting,tagsAndSkills
250925501338,Sales,Sales,tagsAndSkills
250925501338,Data modeling,Data modeling,tagsAndSkills
250925501338,Focus,Focus,tagsAndSkills
250925501338,Cloud,Cloud,tagsAndSkills
250925501338,Software development life cycle,Software development life cycle,tagsAndSkills
250925501338,Salesforce,Salesforce,tagsAndSkills
250925501338,Life cycle,Life cycle,tagsAndSkills
250925501338,Data,Data,tagsAndSkills
250925501330,SAP,SAP,tagsAndSkills
250925501330,Data management,Data management,tagsAndSkills
250925501330,trade compliance,Trade Compliance,tagsAndSkills
250925501330,Inventory management,Inventory management,tagsAndSkills
250925501330,Customer service,Customer service,tagsAndSkills
250925501330,Sales process,Sales process,tagsAndSkills
250925501330,Customer engagement,Customer engagement,tagsAndSkills
250925501330,Operations,Operations,tagsAndSkills
250925501324,Engineering services,Engineering services,tagsAndSkills
250925501324,Front end,Front end,tagsAndSkills
250925501324,Business transformation,Business transformation,tagsAndSkills
250925501324,Bfsi,Bfsi,tagsAndSkills
250925501324,Healthcare,Healthcare,tagsAndSkills
250925501324,Content writing,Content writing,tagsAndSkills
250925501324,Life sciences,Life sciences,tagsAndSkills
250925501324,Asset management,Asset management,tagsAndSkills
250925501313,Agile scrum,Agile scrum,tagsAndSkills
250925501313,Project management,Project management,tagsAndSkills
250925501313,Manager Technology,Manager Technology,tagsAndSkills
250925501313,project portfolio management,Project Portfolio Management,tagsAndSkills
250925501313,Management,Management,tagsAndSkills
250925501313,Continuous improvement,Continuous improvement,tagsAndSkills
250925501313,PPM,PPM,tagsAndSkills
250925501313,Project Scope Planning,Project Scope Planning,tagsAndSkills
250925501310,Career development,Career development,tagsAndSkills
250925501310,Sales strategy,Sales strategy,tagsAndSkills
250925501310,ISO,ISO,tagsAndSkills
250925501310,People management skills,People management skills,tagsAndSkills
250925501310,Process control,Process control,tagsAndSkills
250925501310,Manager Technology,Manager Technology,tagsAndSkills
250925501310,Instrumentation,Instrumentation,tagsAndSkills
250925501310,Medical insurance,Medical insurance,tagsAndSkills
250925501257,Front office,Front office,tagsAndSkills
250925501257,Data management,Data management,tagsAndSkills
250925501257,Bloomberg,Bloomberg,tagsAndSkills
250925501257,Fixed income,Fixed income,tagsAndSkills
250925501257,Back office,Back office,tagsAndSkills
250925501257,Account management,Account management,tagsAndSkills
250925501257,Asset management,Asset management,tagsAndSkills
250925501257,Investment management,Investment management,tagsAndSkills
250925501229,Automation,Automation,tagsAndSkills
250925501229,Data analysis,Data analysis,tagsAndSkills
250925501229,Sales operations,Sales operations,tagsAndSkills
250925501229,Project management,Project management,tagsAndSkills
250925501229,Continuous improvement,Continuous improvement,tagsAndSkills
250925501229,Financial modelling,Financial modelling,tagsAndSkills
250925501229,Product marketing,Product marketing,tagsAndSkills
250925501229,Analytics,Analytics,tagsAndSkills
250925501219,Computer science,Computer science,tagsAndSkills
250925501219,System testing,System testing,tagsAndSkills
250925501219,Change management,Change management,tagsAndSkills
250925501219,Data migration,Data migration,tagsAndSkills
250925501219,Business Analyst,Business Analyst,tagsAndSkills
250925501219,System integration,System integration,tagsAndSkills
250925501219,Test cases,Test cases,tagsAndSkills
250925501219,Troubleshooting,Troubleshooting,tagsAndSkills
250925501165,Drilling,Drilling,tagsAndSkills
250925501165,Heat treatment,Heat treatment,tagsAndSkills
250925501165,Usage,Usage,tagsAndSkills
250925501165,Manufacturing process,Manufacturing process,tagsAndSkills
250925501165,CAD,CAD,tagsAndSkills
250925501165,Inspection,Inspection,tagsAndSkills
250925501165,Material selection,Material selection,tagsAndSkills
250925501165,Sensors,Sensors,tagsAndSkills
250925501160,Payroll processing,Payroll processing,tagsAndSkills
250925501160,Administration,Administration,tagsAndSkills
250925501160,Career development,Career development,tagsAndSkills
250925501160,Payroll,Payroll,tagsAndSkills
250925501160,Excel,Excel,tagsAndSkills
250925501160,Data management,Data management,tagsAndSkills
250925501160,Protection system,Protection system,tagsAndSkills
250925501160,Payroll Executive,Payroll Executive,tagsAndSkills
250925501120,Selection process,Selection process,tagsAndSkills
250925501120,Administration,Administration,tagsAndSkills
250925501120,Career development,Career development,tagsAndSkills
250925501120,Payroll,Payroll,tagsAndSkills
250925501120,Excel,Excel,tagsAndSkills
250925501120,Accounting,Accounting,tagsAndSkills
250925501120,Reconciliation,Reconciliation,tagsAndSkills
250925501120,Corporate,Corporate,tagsAndSkills
250925501116,Computer science,Computer science,tagsAndSkills
250925501116,Data management,Data management,tagsAndSkills
250925501116,Business analytics,Business analytics,tagsAndSkills
250925501116,Analytical,Analytical,tagsAndSkills
250925501116,Medical insurance,Medical insurance,tagsAndSkills
250925501116,Information technology,Information technology,tagsAndSkills
250925501116,Macros,Macros,tagsAndSkills
250925501116,Technical support,Technical support,tagsAndSkills
250925501097,BPO,BPO,tagsAndSkills
250925501097,Process improvement,Process improvement,tagsAndSkills
250925501097,Voice support,Voice support,tagsAndSkills
250925501097,Issue resolution,Issue resolution,tagsAndSkills
250925501097,UPS,UPS,tagsAndSkills
250925501097,Customer service,Customer service,tagsAndSkills
250925501097,Management,Management,tagsAndSkills
250925501097,Operations,Operations,tagsAndSkills
250925501084,Relationship management,Relationship management,tagsAndSkills
250925501084,Operational excellence,Operational excellence,tagsAndSkills
250925501084,Customer satisfaction,Customer satisfaction,tagsAndSkills
250925501084,Analytical,Analytical,tagsAndSkills
250925501084,Service industry,Service industry,tagsAndSkills
250925501084,Manager Technology,Manager Technology,tagsAndSkills
250925501084,Client engagement,Client engagement,tagsAndSkills
250925501084,Account management,Account management,tagsAndSkills
250925501039,Electrical engineering,Electrical engineering,tagsAndSkills
250925501039,Mechatronics,Mechatronics,tagsAndSkills
250925501039,Integration testing,Integration testing,tagsAndSkills
250925501039,thermal,Thermal,tagsAndSkills
250925501039,Wellness,Wellness,tagsAndSkills
250925501039,Healthcare,Healthcare,tagsAndSkills
250925501039,Test planning,Test planning,tagsAndSkills
250925501039,Management,Management,tagsAndSkills
250925500992,Change management,Change management,tagsAndSkills
250925500992,Semiconductor,Semiconductor,tagsAndSkills
250925500992,Managed services,Managed services,tagsAndSkills
250925500992,Analytical,Analytical,tagsAndSkills
250925500992,Incident management,Incident management,tagsAndSkills
250925500992,Informatica,Informatica,tagsAndSkills
250925500992,Troubleshooting,Troubleshooting,tagsAndSkills
250925500992,Stakeholder management,Stakeholder management,tagsAndSkills
250925500979,Manager Quality Assurance,Manager Quality Assurance,tagsAndSkills
250925500979,Coding,Coding,tagsAndSkills
250925500979,Cobol,Cobol,tagsAndSkills
250925500979,Disaster recovery,Disaster recovery,tagsAndSkills
250925500979,Agile,Agile,tagsAndSkills
250925500979,Application development,Application development,tagsAndSkills
250925500979,Scrum,Scrum,tagsAndSkills
250925500979,Manager Quality Control,Manager Quality Control,tagsAndSkills
250925500952,Procurement,Procurement,tagsAndSkills
250925500952,PMP,PMP,tagsAndSkills
250925500952,Manager Internal Audit,Manager Internal Audit,tagsAndSkills
250925500952,ISO,ISO,tagsAndSkills
250925500952,Talent acquisition,Talent acquisition,tagsAndSkills
250925500952,Project management,Project management,tagsAndSkills
250925500952,microsoft,Microsoft,tagsAndSkills
250925500952,Resource management,Resource management,tagsAndSkills
250925500944,Computer science,Computer science,tagsAndSkills
250925500944,Data analysis,Data analysis,tagsAndSkills
250925500944,Manager Quality Assurance,Manager Quality Assurance,tagsAndSkills
250925500944,IVR,IVR,tagsAndSkills
250925500944,Javascript,Javascript,tagsAndSkills
250925500944,Flex,Flex,tagsAndSkills
250925500944,JSON,JSON,tagsAndSkills
250925500944,Analytics,Analytics,tagsAndSkills
250925500944,SQL,SQL,text_enrichment
250925500941,Microstrategy,Microstrategy,tagsAndSkills
250925500941,Computer science,Computer science,tagsAndSkills
250925500941,Automation,Automation,tagsAndSkills
250925500941,IIS,IIS,tagsAndSkills
250925500941,Flex,Flex,tagsAndSkills
250925500941,Agile,Agile,tagsAndSkills
250925500941,Scrum,Scrum,tagsAndSkills
250925500941,Individual Contributor,Individual Contributor,tagsAndSkills
250925500941,SQL,SQL,text_enrichment
250925500870,Product management,Product management,tagsAndSkills
250925500870,Computer science,Computer science,tagsAndSkills
250925500870,Automation,Automation,tagsAndSkills
250925500870,Backend,Backend,tagsAndSkills
250925500870,Coding,Coding,tagsAndSkills
250925500870,Javascript,Javascript,tagsAndSkills
250925500870,Flex,Flex,tagsAndSkills
250925500870,Customer support,Customer support,tagsAndSkills
250925500851,Computer science,Computer science,tagsAndSkills
250925500851,Automation,Automation,tagsAndSkills
250925500851,Networking,Networking,tagsAndSkills
250925500851,Coding,Coding,tagsAndSkills
250925500851,System software,System software,tagsAndSkills
250925500851,Open source,Open source,tagsAndSkills
250925500851,Virtualization,Virtualization,tagsAndSkills
250925500851,Analytics,Analytics,tagsAndSkills
250925500844,System architecture,System architecture,tagsAndSkills
250925500844,Backend,Backend,tagsAndSkills
250925500844,Interpersonal skills,Interpersonal skills,tagsAndSkills
250925500844,C,C,tagsAndSkills
250925500844,Technical Lead,Technical Lead,tagsAndSkills
250925500844,Continuous improvement,Continuous improvement,tagsAndSkills
250925500844,AWS,AWS,tagsAndSkills
250925500844,Software solutions,Software solutions,tagsAndSkills
250925500813,Automation testing,Automation testing,tagsAndSkills
250925500813,Web technologies,Web technologies,tagsAndSkills
250925500813,Web development,Web development,tagsAndSkills
250925500813,Debugging,Debugging,tagsAndSkills
250925500813,OWASP,OWASP,tagsAndSkills
250925500813,Cloud,Cloud,tagsAndSkills
250925500813,Packaging,Packaging,tagsAndSkills
250925500813,Javascript,Javascript,tagsAndSkills
250925500795,analytics reporting,Analytics Reporting,tagsAndSkills
250925500795,Excel,Excel,tagsAndSkills
250925500795,Analytical,Analytical,tagsAndSkills
250925500795,Consulting,Consulting,tagsAndSkills
250925500795,Data collection,Data collection,tagsAndSkills
250925500795,professional services,Professional Services,tagsAndSkills
250925500795,MS Office,MS Office,tagsAndSkills
250925500795,Analytics,Analytics,tagsAndSkills
250925500743,Supply chain,Supply chain,tagsAndSkills
250925500743,Cutting tools,Cutting tools,tagsAndSkills
250925500743,Heat treatment,Heat treatment,tagsAndSkills
250925500743,Change management,Change management,tagsAndSkills
250925500743,ASTM,ASTM,tagsAndSkills
250925500743,Supplier quality management,Supplier quality management,tagsAndSkills
250925500743,PPAP,PPAP,tagsAndSkills
250925500743,Engine assembly,Engine assembly,tagsAndSkills
250925500693,Product management,Product management,tagsAndSkills
250925500693,Computer science,Computer science,tagsAndSkills
250925500693,Automation,Automation,tagsAndSkills
250925500693,Backend,Backend,tagsAndSkills
250925500693,Coding,Coding,tagsAndSkills
250925500693,Javascript,Javascript,tagsAndSkills
250925500693,Flex,Flex,tagsAndSkills
250925500693,Customer support,Customer support,tagsAndSkills
250925500663,Computer science,Computer science,tagsAndSkills
250925500663,Solution architecture,Solution architecture,tagsAndSkills
250925500663,Architect,Architect,tagsAndSkills
250925500663,Team management,Team management,tagsAndSkills
250925500663,Architecture,Architecture,tagsAndSkills
250925500663,Consulting,Consulting,tagsAndSkills
250925500663,Strategic planning,Strategic planning,tagsAndSkills
250925500663,Manager Technology,Manager Technology,tagsAndSkills
250925500658,Computer science,Computer science,tagsAndSkills
250925500658,Data analysis,Data analysis,tagsAndSkills
250925500658,Information security,Information security,tagsAndSkills
250925500658,Consulting,Consulting,tagsAndSkills
250925500658,Agile,Agile,tagsAndSkills
250925500658,Windows,Windows,tagsAndSkills
250925500658,JIRA,JIRA,tagsAndSkills
250925500658,Financial services,Financial services,tagsAndSkills
250925500658,SQL,SQL,text_enrichment
250925500643,Procurement,Procurement,tagsAndSkills
250925500643,PMP,PMP,tagsAndSkills
250925500643,Change management,Change management,tagsAndSkills
250925500643,Project management,Project management,tagsAndSkills
250925500643,Agile,Agile,tagsAndSkills
250925500643,SCM,SCM,tagsAndSkills
250925500643,Risk management,Risk management,tagsAndSkills
250925500643,Information technology,Information technology,tagsAndSkills
250925500632,Data management,Data management,tagsAndSkills
250925500632,Swaps,Swaps,tagsAndSkills
250925500632,Data quality,Data quality,tagsAndSkills
250925500632,Capital market,Capital market,tagsAndSkills
250925500632,Medical insurance,Medical insurance,tagsAndSkills
250925500632,Continuous improvement,Continuous improvement,tagsAndSkills
250925500632,Portfolio management,Portfolio management,tagsAndSkills
250925500632,Monitoring,Monitoring,tagsAndSkills
250925500632,SQL,SQL,text_enrichment
250925500614,Unix,Unix,tagsAndSkills
250925500614,Perl,Perl,tagsAndSkills
250925500614,Test cases,Test cases,tagsAndSkills
250925500614,Capital market,Capital market,tagsAndSkills
250925500614,Troubleshooting,Troubleshooting,tagsAndSkills
250925500614,Product support,Product support,tagsAndSkills
250925500614,Financial services,Financial services,tagsAndSkills
250925500614,SQL,SQL,tagsAndSkills
250925500530,Identify and Teach,Identify and Teach,tagsAndSkills
250925500530,Volunteer,Volunteer,tagsAndSkills
250925500530,Volunteering,Volunteering,tagsAndSkills
250925500530,Teaching,Teaching,tagsAndSkills
250925500530,Identify,Identify,tagsAndSkills
250925500381,msw,Msw,tagsAndSkills
250925500381,counselling,Counselling,tagsAndSkills
250925500381,ngoss,Ngoss,tagsAndSkills
250925500381,content writing,Content Writing,tagsAndSkills
250925500381,teaching,Teaching,tagsAndSkills
250925500381,social work,Social Work,tagsAndSkills
250925500381,communication skills,Communication Skills,tagsAndSkills
250925500381,social service,Social Service,tagsAndSkills
250925038686,Business Requirement Analysis,Business Requirement Analysis,tagsAndSkills
250925038686,It Business Analysis,It Business Analysis,tagsAndSkills
250925038686,Business Analysis,Business Analysis,tagsAndSkills
250925038686,senior business analyst,Senior Business Analyst,tagsAndSkills
250925038686,business analyst,Business Analyst,tagsAndSkills
250925038686,IT business analyst,IT business analyst,tagsAndSkills
250925038686,Analysis,Analysis,tagsAndSkills
250925038686,Salesforce,Salesforce,tagsAndSkills
250925038675,Back Office Documentation,Back Office Documentation,tagsAndSkills
250925038675,Back Office Operation,Back Office Operation,tagsAndSkills
250925038675,Coordination,Coordination,tagsAndSkills
250925038675,Sales Coordination,Sales Coordination,tagsAndSkills
250925038675,Advanced Excel,Advanced Excel,tagsAndSkills
250925038675,MS Office,MS Office,tagsAndSkills
250925038675,Office Coordination,Office Coordination,tagsAndSkills
250925038675,Follow Ups,Follow Ups,tagsAndSkills
250925038637,Presales,Presales,tagsAndSkills
250925038637,Technical Presales,Technical Presales,tagsAndSkills
250925038637,It Presales,It Presales,tagsAndSkills
250925038637,Presales Support,Presales Support,tagsAndSkills
250925038637,Presales Consulting,Presales Consulting,tagsAndSkills
250925038637,Technical,Technical,tagsAndSkills
250925038637,Consulting,Consulting,tagsAndSkills
250925038637,Management,Management,tagsAndSkills
250925038635,Typescript,Typescript,tagsAndSkills
250925038635,reactjs,Reactjs,tagsAndSkills
250925038635,React Development,React Development,tagsAndSkills
250925038635,React.js,React.js,tagsAndSkills
250925038635,Development,Development,tagsAndSkills
250925038635,.NET,.NET,text_enrichment
250925038454,fresher,Fresher,tagsAndSkills
250925038454,BPO,BPO,tagsAndSkills
250925038454,Customer Service,Customer Service,tagsAndSkills
250925038454,Fluent English,Fluent English,tagsAndSkills
250925038454,Bpo Customer Service,Bpo Customer Service,tagsAndSkills
250925038454,Semi Voice,Semi Voice,tagsAndSkills
250925038454,Customer Focus,Customer Focus,tagsAndSkills
250925038454,Inbound,Inbound,tagsAndSkills
250925038362,VNC,VNC,tagsAndSkills
250925038362,VMC,VMC,tagsAndSkills
250925038362,CNC,CNC,tagsAndSkills
250925038362,Precision Component,Precision Component,tagsAndSkills
250925038362,Lean,Lean,tagsAndSkills
250925038362,Machining Operations,Machining Operations,tagsAndSkills
250925038362,Production Operations,Production Operations,tagsAndSkills
250925038362,Machining,Machining,tagsAndSkills
250925036640,Customer Centric,Customer Centric,tagsAndSkills
250925036640,Sales Growth,Sales Growth,tagsAndSkills
250925036640,Sales Strategy,Sales Strategy,tagsAndSkills
250925036640,sales lifecycle,Sales Lifecycle,tagsAndSkills
250925036640,Market Research And Analysis,Market Research And Analysis,tagsAndSkills
250925036640,Presentation Skills,Presentation Skills,tagsAndSkills
250925036640,Sales Forecasting,Sales Forecasting,tagsAndSkills
250925036640,Product Knowledge,Product Knowledge,tagsAndSkills
250925036634,Java,Java,tagsAndSkills
250925036634,Kafka,Kafka,tagsAndSkills
250925036634,Spring Boot,Spring Boot,tagsAndSkills
250925036634,Microservices,Microservices,tagsAndSkills
250925036634,azure,Azure,tagsAndSkills
250925036634,Kubernetes,Kubernetes,tagsAndSkills
250925036634,Development,Development,tagsAndSkills
250925036634,Microsoft Azure,Microsoft Azure,tagsAndSkills
250925036634,SQL,SQL,text_enrichment
250925036563,Drafting,Drafting,tagsAndSkills
250925036563,Rera,Rera,tagsAndSkills
250925036563,Real Estate Laws,Real Estate Laws,tagsAndSkills
250925036563,Agreements,Agreements,tagsAndSkills
250925036563,People Management Skills,People Management Skills,tagsAndSkills
250925036563,Law,Law,tagsAndSkills
250925036563,Legal,Legal,tagsAndSkills
250925036563,Property Laws,Property Laws,tagsAndSkills
250925036154,Conga Cpq,Conga Cpq,tagsAndSkills
250925036154,Salesforce Sales Cloud,Salesforce Sales Cloud,tagsAndSkills
250925036154,Service Cloud,Service Cloud,tagsAndSkills
250925036154,Cpq,Cpq,tagsAndSkills
250925036154,Salesforce,Salesforce,tagsAndSkills
250925036154,Business analysis,Business analysis,tagsAndSkills
250925036154,Cloud Sales,Cloud Sales,tagsAndSkills
250925036154,Conga,Conga,tagsAndSkills
250925035910,Automation Testing,Automation Testing,tagsAndSkills
250925035910,Python Development,Python Development,tagsAndSkills
250925035910,Python Testing,Python Testing,tagsAndSkills
250925035910,Automotive,Automotive,tagsAndSkills
250925035910,Development,Development,tagsAndSkills
250925035910,Python,Python,tagsAndSkills
250925035910,Automation,Automation,tagsAndSkills
250925035910,Software testing,Software testing,tagsAndSkills
250925035877,Amazon Ec2,Amazon Ec2,tagsAndSkills
250925035877,Ebay,Ebay,tagsAndSkills
250925035877,Accounting Software,Accounting Software,tagsAndSkills
250925035877,SAGE,SAGE,tagsAndSkills
250925035877,Shopify,Shopify,tagsAndSkills
250925035877,Listing,Listing,tagsAndSkills
250925035877,International Accounting,International Accounting,tagsAndSkills
250925035877,Marketing,Marketing,tagsAndSkills
250925035750,Inside Sales,Inside Sales,tagsAndSkills
250925035750,Communication Skills,Communication Skills,tagsAndSkills
250925035750,Lead Generation,Lead Generation,tagsAndSkills
250925035750,Cold Calling,Cold Calling,tagsAndSkills
250925035750,Business Development,Business Development,tagsAndSkills
250925035750,Account Prospecting,Account Prospecting,tagsAndSkills
250925035750,Ecommerce Marketing,Ecommerce Marketing,tagsAndSkills
250925035750,SaaS Sales,SaaS Sales,tagsAndSkills
250925035579,Client Onboarding,Client Onboarding,tagsAndSkills
250925035579,KYC,KYC,tagsAndSkills
250925035579,Periodic Review,Periodic Review,tagsAndSkills
250925035579,institutional kyc,Institutional Kyc,tagsAndSkills
250925035579,Onboarding,Onboarding,tagsAndSkills
250925035579,Institutional,Institutional,tagsAndSkills
250925035579,Review,Review,tagsAndSkills
250925035579,Anti money laundering,Anti money laundering,tagsAndSkills
250925035521,Entity,Entity,tagsAndSkills
250925035521,MVVM,MVVM,tagsAndSkills
250925035521,.net,.NET,tagsAndSkills
250925035521,WPF,WPF,tagsAndSkills
250925035521,C#,C#,tagsAndSkills
250925035521,Dot net,Dot net,tagsAndSkills
250925035521,Entity Framework,Entity Framework,tagsAndSkills
250925035521,WinUI,WinUI,tagsAndSkills
250925035521,SQL,SQL,text_enrichment
250925033854,Direct Tax,Direct Tax,tagsAndSkills
250925033854,Indirect Taxation,Indirect Taxation,tagsAndSkills
250925033854,Tax Law,Tax Law,tagsAndSkills
250925033854,ERP,ERP,tagsAndSkills
250925033854,SAP,SAP,tagsAndSkills
250925033854,Merger And Acquisition Tax,Merger And Acquisition Tax,tagsAndSkills
250925033854,Taxation,Taxation,tagsAndSkills
250925033854,Tax management,Tax management,tagsAndSkills
250925033839,Cds,Cds,tagsAndSkills
250925033839,Sap Abap Hana,Sap Abap Hana,tagsAndSkills
250925033839,SAP ABAP,SAP ABAP,tagsAndSkills
250925033839,SAP Workflow,SAP Workflow,tagsAndSkills
250925033839,Flexible Workflow,Flexible Workflow,tagsAndSkills
250925033839,Eclipse ABAP,Eclipse ABAP,tagsAndSkills
250925033839,Fiori,Fiori,tagsAndSkills
250925033839,Fiori Freestyle,Fiori Freestyle,tagsAndSkills
250925033784,MS Outlook,MS Outlook,tagsAndSkills
250925033784,ITSM,ITSM,tagsAndSkills
250925033784,Excel for SD Agent,Excel for SD Agent,tagsAndSkills
250925033784,Ticketing Tools,Ticketing Tools,tagsAndSkills
250925033784,Service Desk,Service Desk,tagsAndSkills
250925033784,Service Desk Management,Service Desk Management,tagsAndSkills
250925033784,Servicenow,Servicenow,tagsAndSkills
250925033784,ITIL,ITIL,tagsAndSkills
250925033682,Hospital Administration,Hospital Administration,tagsAndSkills
250925033682,Patient Care,Patient Care,tagsAndSkills
250925033682,Healthcare Operations,Healthcare Operations,tagsAndSkills
250925033682,Clinical Administration,Clinical Administration,tagsAndSkills
250925033682,Hospital Management,Hospital Management,tagsAndSkills
250925033682,Hospital Operations,Hospital Operations,tagsAndSkills
250925033682,SLA Management,SLA Management,tagsAndSkills
250925033682,NABH,NABH,tagsAndSkills
250925033659,B2B Sales,B2B Sales,tagsAndSkills
250925033659,Edtech,Edtech,tagsAndSkills
250925033659,School Visit,School Visit,tagsAndSkills
250925033659,School Sales,School Sales,tagsAndSkills
250925033659,K12,K12,tagsAndSkills
250925032900,Digital Marketing,Digital Marketing,tagsAndSkills
250925032900,Graphics,Graphics,tagsAndSkills
250925032900,Visualiser,Visualiser,tagsAndSkills
250925032900,Illustrator,Illustrator,tagsAndSkills
250925032900,Graphic Designing,Graphic Designing,tagsAndSkills
250925032900,Adobe Premiere Pro,Adobe Premiere Pro,tagsAndSkills
250925032900,Print Ads,Print Ads,tagsAndSkills
250925032900,Banners,Banners,tagsAndSkills
250925032692,Machine Learning,Machine Learning,tagsAndSkills
250925032692,Python,Python,tagsAndSkills
250925032692,SQL,SQL,tagsAndSkills
250925032692,Azure Data Factory,Azure Data Factory,tagsAndSkills
250925032692,SAAS,SAAS,tagsAndSkills
250925032692,Martech,Martech,tagsAndSkills
250925032692,Crm Analytics,Crm Analytics,tagsAndSkills
250925032692,Aws Glue,Aws Glue,tagsAndSkills
250925032674,HR Implementation,HR Implementation,tagsAndSkills
250925032674,HRIS Implementation,HRIS Implementation,tagsAndSkills
250925032674,Hr Transformation,Hr Transformation,tagsAndSkills
250925032674,Hr Automation,Hr Automation,tagsAndSkills
250925032674,Hrsd,Hrsd,tagsAndSkills
250925032674,Automation,Automation,tagsAndSkills
250925032674,Resource,Resource,tagsAndSkills
250925032674,Transformation,Transformation,tagsAndSkills
250925032220,C++,C++,tagsAndSkills
250925032220,Api Integration,Api Integration,tagsAndSkills
250925032220,Embedded Systems,Embedded Systems,tagsAndSkills
250925032220,Automotive,Automotive,tagsAndSkills
250925032220,ECM,ECM,tagsAndSkills
250925032220,can,Can,tagsAndSkills
250925032220,UDS,UDS,tagsAndSkills
250925032220,Ecu,Ecu,tagsAndSkills
250925031775,Bid Coordination,Bid Coordination,tagsAndSkills
250925031775,Documentation,Documentation,tagsAndSkills
250925031775,Sales Coordination,Sales Coordination,tagsAndSkills
250925031775,Communication Skills,Communication Skills,tagsAndSkills
250925031775,Client Coordination,Client Coordination,tagsAndSkills
250925031775,Sales Support,Sales Support,tagsAndSkills
250925031775,MS Office,MS Office,tagsAndSkills
250925031775,Follow Ups,Follow Ups,tagsAndSkills
250925031629,Revenue Management,Revenue Management,tagsAndSkills
250925031629,Market Analysis,Market Analysis,tagsAndSkills
250925031629,Forecasting,Forecasting,tagsAndSkills
250925031629,Pricing Strategy,Pricing Strategy,tagsAndSkills
250925031629,Revenue Planning,Revenue Planning,tagsAndSkills
250925031629,Revenue,Revenue,tagsAndSkills
250925031629,Analysis,Analysis,tagsAndSkills
